rule_id,message,file,line,col,index,Annotator_1,Annotator_2,Resolution,Last Round,Resolution comment,same,issue_local,reported_as,issue_url,status,reason,comment_2,reason.1,label,url,repo_owner,repo_name,name,stars,issues,forks,contributors,commits,latest_commit_date,days_since_latest_commit
ql-deprecated-identity,The deprecated iden() API is called.,t1_f9bfa8.py,42,9.0,,FP,,,FP,,,,,,,RDI4,,,FP,https://github.com/oimichiu/quantumGateModel/blob/fa1cb5ed751edbebe512ee299d5484949c856340/IBMQX/qiskit-tutorials/coduriCareNUcompileaza/tutoriale-QISKit/01-getting_started/t1.py,oimichiu,quantumGateModel,quantumGateModel,0.0,0.0,0.0,1.0,2.0,2022-08-02 23:18:21+00:00,579.0
ql-deprecated-identity,The deprecated iden() API is called.,02b_deutsch_jozsa_algorithm_e9a399.py,46,9.0,,FP,,,FP,,,,,,,RDI3,,,FP,https://github.com/mrtkp9993/QuantumComputingExamples/blob/412be164277a69a5627617424b12a4a4b8c957be/02b_Deutsch_Jozsa_Algorithm.py,mrtkp9993,QuantumComputingExamples,QuantumComputingExamples,76.0,0.0,21.0,2.0,30.0,2022-08-03 18:29:18+00:00,578.0
ql-deprecated-identity,The deprecated iden() API is called.,test_optimize_1q_gates_613d9e.py,31,9.0,,FP,,,FP,,,,,,,RDI4,,,FP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/transpiler/test_optimize_1q_gates.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-deprecated-identity,The deprecated iden() API is called.,test_noise_model_bb93ba.py,279,9.0,,FP,,,FP,,,,,,,RDI5,,,FP,https://github.com/frevson/Qiskit-Aer/blob/dac153d6730e4de9d7787b0de8540855a26b81e6/test/terra/test_noise_model.py,frevson,Qiskit-Aer,Qiskit-Aer,0.0,0.0,0.0,8.0,30.0,2019-01-23 20:17:14+00:00,1866.0
ql-deprecated-identity,The deprecated iden() API is called.,bernstein_vazirani_general_qiskit_integer_5e6d87.py,29,13.0,,TP,,,TP,,,,TO_REPORT,,,RDI1,,,TP,https://github.com/UST-QuAntiL/nisq-analyzer-content/blob/63b9ee5c143c08239938794080df89a17284a4f4/example-implementations/Bernstein-Vazirani/bernstein-vazirani-general-qiskit-integer.py,UST-QuAntiL,nisq-analyzer-content,nisq-analyzer-content,0.0,1.0,3.0,4.0,30.0,2024-02-29 14:51:54+00:00,4.0
ql-deprecated-identity,The deprecated iden() API is called.,test_visualization_output_c5b1b4.py,57,9.0,,FP,,,FP,,,,,,,RDI5,,,FP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/tools/visualization/test_visualization_output.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-deprecated-identity,The deprecated iden() API is called.,bit_flip_code_f40402.py,49,,,TP,,,TP,,,,no_inactive,,,RDI1,,,TP,https://github.com/anandukmadhu/QEC-code/blob/6c50ec2f176764c9fd34e95673d255ebf06376bb/bit_flip_code.py,anandukmadhu,QEC-code,QEC-code,0.0,0.0,0.0,1.0,7.0,2018-10-13 06:45:24+00:00,1969.0
ql-deprecated-identity,The deprecated iden() API is called.,discrete_solver_7f2f57.py,70,13.0,,TP,,,TP,,,,no_repo_archived,,,RDI1,,,TP,https://github.com/riverlane/paris/blob/8e22c6fe2ca2e9c13d0383cccc204a17fee025a0/example_solutions/discrete_solver.py,riverlane,paris,paris,3.0,0.0,1.0,4.0,30.0,2019-01-27 12:27:56+00:00,1863.0
ql-deprecated-identity,The deprecated iden() API is called.,01_classical_and_quantum_probability_distributions_411e21.py,192,,,TP,,,TP,,,,no_inactive,,,RDI1,,,TP,https://github.com/tiagomartinelli93/StartingQML/blob/42d86e965aa669381230e03d8442c6a2219f041e/Assignments/01_Classical_and_Quantum_Probability_Distributions.ipynb,tiagomartinelli93,StartingQML,StartingQML,0.0,0.0,0.0,1.0,8.0,2021-07-27 15:09:48+00:00,950.0
ql-deprecated-identity,The deprecated iden() API is called.,test_optimize_1q_gates_613d9e.py,30,9.0,,FP,,,FP,,,,,,,RDI4,,,FP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/transpiler/test_optimize_1q_gates.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-deprecated-identity,The deprecated iden() API is called.,test_noise_model_bb93ba.py,324,9.0,,FP,,,FP,,,,,,,RDI5,,,FP,https://github.com/frevson/Qiskit-Aer/blob/dac153d6730e4de9d7787b0de8540855a26b81e6/test/terra/test_noise_model.py,frevson,Qiskit-Aer,Qiskit-Aer,0.0,0.0,0.0,8.0,30.0,2019-01-23 20:17:14+00:00,1866.0
ql-deprecated-identity,The deprecated iden() API is called.,helper_functions_a521e2.py,104,13.0,,TP,,,TP,,,,no_repo_archived,,,RDI1,,,TP,https://github.com/riverlane/paris/blob/8e22c6fe2ca2e9c13d0383cccc204a17fee025a0/example_solutions/helper_functions.py,riverlane,paris,paris,3.0,0.0,1.0,4.0,30.0,2019-01-27 12:27:56+00:00,1863.0
ql-deprecated-identity,The deprecated iden() API is called.,energyrelaxation_230ca7.py,29,9.0,,TP,,,TP,,,,no_inactive,,,RDI1,,,TP,https://github.com/AlicePagano/Bachelor-Thesis/blob/a4ae4938fb18abb3b7d616e6d3a8b593fa4c3628/Analysis/Jupyter's%20works/Esempi../EnergyRelaxation.py,AlicePagano,Bachelor-Thesis,Bachelor-Thesis,5.0,0.0,0.0,0.0,1.0,2021-02-16 15:43:34+00:00,1111.0
ql-deprecated-identity,The deprecated iden() API is called.,phase_flip_code_4072b2.py,52,,,TP,,,TP,,,,no_inactive,,,RDI1,,,TP,https://github.com/anandukmadhu/QEC-code/blob/6c50ec2f176764c9fd34e95673d255ebf06376bb/phase_flip_code.py,anandukmadhu,QEC-code,QEC-code,0.0,0.0,0.0,1.0,7.0,2018-10-13 06:45:24+00:00,1969.0
ql-deprecated-identity,The deprecated iden() API is called.,t1_3fa19f.py,26,9.0,,TP,,,TP,,,,no_inactive,,,RDI1,,,TP,https://github.com/Urinx/QuantumComputing/blob/3b2f9719ddca989bda4913db017f7728d47f9297/qiskit_codes/t1.py,Urinx,QuantumComputing,QuantumComputing,4.0,0.0,0.0,1.0,3.0,2018-11-05 13:06:20+00:00,1946.0
ql-deprecated-identity,The deprecated iden() API is called.,teleportation_aceaa5.py,177,9.0,,NW,,,NW,,,,,,,RDI2,,,NW,https://github.com/jclapis/qsfe/blob/5d08d8ff9f8ae53362634d89e14ace189af99bc4/Qiskit/QiskitFundamentals/teleportation.py,jclapis,qsfe,qsfe,11.0,0.0,2.0,1.0,30.0,2021-06-25 15:08:44+00:00,983.0
ql-deprecated-identity,The deprecated iden() API is called.,t2_ramsey_2e0f5a.py,31,9.0,,TP,,,TP,,,,no_inactive,,,RDI1,,,TP,https://github.com/Urinx/QuantumComputing/blob/3b2f9719ddca989bda4913db017f7728d47f9297/qiskit_codes/t2_ramsey.py,Urinx,QuantumComputing,QuantumComputing,4.0,0.0,0.0,1.0,3.0,2018-11-05 13:06:20+00:00,1946.0
ql-deprecated-identity,The deprecated iden() API is called.,unitary_simulator_25e259.py,42,,,TP,,,TP,,,,no_inactive,,,RDI1,,,TP,https://github.com/clnrp/qiskit/blob/92f22e53332c7d0bb7fb2a14b15f3c13693707c4/unitary_simulator.ipynb,clnrp,qiskit,qiskit,0.0,0.0,0.0,1.0,2.0,2021-04-10 18:37:22+00:00,1058.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,quantum_algs_f7fc7e.py,40,14.0,,TP,,,TP,,,,TO_REPORT,,,RES1,,,TP,https://github.com/V1ad0S/bachelor/blob/1e840a604de81ab7957eecd84b30ad04fb92b564/src/quantumoptimization/algorithms/quantum_algs.py,V1ad0S,bachelor,bachelor,0.0,0.0,0.0,1.0,13.0,2022-02-22 11:16:21+00:00,741.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,example_u3_5ce34f.py,47,7.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/oimichiu/quantumGateModel/blob/fa1cb5ed751edbebe512ee299d5484949c856340/IBMQX/qiskit-tutorials/coduriCareNUcompileaza/tutoriale-QISKit/01-getting_started/example_u3.py,oimichiu,quantumGateModel,quantumGateModel,0.0,0.0,0.0,1.0,2.0,2022-08-02 23:18:21+00:00,579.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,test_circuit_combine_extend_a76ce4.py,90,18.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/niefermar/CuanticaProgramacion/blob/cf066149b4bd769673e83fd774792e9965e5dbc0/test/python/test_circuit_combine_extend.py,niefermar,CuanticaProgramacion,CuanticaProgramacion,0.0,0.0,0.0,30.0,30.0,2018-08-04 15:14:06+00:00,2038.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,test_circuit_combine_extend_a76ce4.py,54,18.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/niefermar/CuanticaProgramacion/blob/cf066149b4bd769673e83fd774792e9965e5dbc0/test/python/test_circuit_combine_extend.py,niefermar,CuanticaProgramacion,CuanticaProgramacion,0.0,0.0,0.0,30.0,30.0,2018-08-04 15:14:06+00:00,2038.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,test_mapper_217a32.py,66,19.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/test_mapper.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,gates_180788.py,31,7.0,,TP,,,TP,,,,no_inactive,,,RES1,,,TP,https://github.com/MoizAhmedd/quantumtesting/blob/e0643e26628ef1cdc6d0c7309264bddd38004905/gates.py,MoizAhmedd,quantumtesting,quantumtesting,0.0,0.0,0.0,1.0,7.0,2019-02-27 07:11:38+00:00,1832.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,test_circuit_combine_extend_a76ce4.py,168,18.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/niefermar/CuanticaProgramacion/blob/cf066149b4bd769673e83fd774792e9965e5dbc0/test/python/test_circuit_combine_extend.py,niefermar,CuanticaProgramacion,CuanticaProgramacion,0.0,0.0,0.0,30.0,30.0,2018-08-04 15:14:06+00:00,2038.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,gate_u3_fe3f3f.py,29,11.0,,TP,,,TP,,,,no_inactive,,,RES1,,,TP,https://github.com/hoang-ho/Quantum_Computing/blob/d494582589439ef0bf43ffcde27b711e2cfba2f2/quantum_gates/gate_u3.py,hoang-ho,Quantum_Computing,Quantum_Computing,1.0,0.0,0.0,1.0,3.0,2018-09-14 06:07:11+00:00,1998.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,test_circuit_combine_extend_a76ce4.py,132,18.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/niefermar/CuanticaProgramacion/blob/cf066149b4bd769673e83fd774792e9965e5dbc0/test/python/test_circuit_combine_extend.py,niefermar,CuanticaProgramacion,CuanticaProgramacion,0.0,0.0,0.0,30.0,30.0,2018-08-04 15:14:06+00:00,2038.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,test_mapper_217a32.py,69,19.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/test_mapper.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,test_circuit_operations_c5b1ea.py,35,18.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/circuit/test_circuit_operations.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,test_circuit_combine_extend_a76ce4.py,36,18.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/niefermar/CuanticaProgramacion/blob/cf066149b4bd769673e83fd774792e9965e5dbc0/test/python/test_circuit_combine_extend.py,niefermar,CuanticaProgramacion,CuanticaProgramacion,0.0,0.0,0.0,30.0,30.0,2018-08-04 15:14:06+00:00,2038.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,test_mapper_217a32.py,99,15.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/test_mapper.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,test_circuit_operations_c5b1ea.py,105,18.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/circuit/test_circuit_operations.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,test_circuit_operations_c5b1ea.py,53,18.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/circuit/test_circuit_operations.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1630.0
ql-execute-with-seed,The execute API is called with a seed parameter that is ignored.,test_circuit_combine_extend_a76ce4.py,114,18.0,,FP,,,FP,,,,,,,RES2,,,FP,https://github.com/niefermar/CuanticaProgramacion/blob/cf066149b4bd769673e83fd774792e9965e5dbc0/test/python/test_circuit_combine_extend.py,niefermar,CuanticaProgramacion,CuanticaProgramacion,0.0,0.0,0.0,30.0,30.0,2018-08-04 15:14:06+00:00,2038.0
ql-ghost-composition,"Ghost composition at location: (222, 1)",error_correction_repetition_code_e94ab1.py,222,,"Ghost composition at location: (222, 1)error_correction_repetition_code_e94ab1.py222",TP,FP,NW,NW,"because the checker looks for an error, but the checker finds a style problem.",False,,,,,RGC2,,,NW,https://github.com/Qiskit/platypus/blob/57c19e59c7e87e2000f0c158dc2bb0da42bf90ce/notebooks/quantum-hardware/error-correction-repetition-code.ipynb,Qiskit,platypus,platypus,101.0,0.0,230.0,30.0,30.0,2024-02-08 15:49:34+00:00,24.0
ql-ghost-composition,"Ghost composition at location: (249, 1)",error_correction_repetition_code_e94ab1.py,249,,"Ghost composition at location: (249, 1)error_correction_repetition_code_e94ab1.py249",TP,FP,NW,NW,,False,,,,,RGC2,,,NW,https://github.com/Qiskit/platypus/blob/57c19e59c7e87e2000f0c158dc2bb0da42bf90ce/notebooks/quantum-hardware/error-correction-repetition-code.ipynb,Qiskit,platypus,platypus,101.0,0.0,230.0,30.0,30.0,2024-02-08 15:49:34+00:00,24.0
ql-ghost-composition,"Ghost composition at location: (275, 1)",error_correction_repetition_code_e94ab1.py,275,,"Ghost composition at location: (275, 1)error_correction_repetition_code_e94ab1.py275",TP,FP,NW,NW,,False,,,,,RGC2,,,NW,https://github.com/Qiskit/platypus/blob/57c19e59c7e87e2000f0c158dc2bb0da42bf90ce/notebooks/quantum-hardware/error-correction-repetition-code.ipynb,Qiskit,platypus,platypus,101.0,0.0,230.0,30.0,30.0,2024-02-08 15:49:34+00:00,24.0
ql-ghost-composition,"Ghost composition at location: (303, 1)",error_correction_repetition_code_e94ab1.py,303,,"Ghost composition at location: (303, 1)error_correction_repetition_code_e94ab1.py303",TP,FP,NW,NW,,False,,,,,RGC2,,,NW,https://github.com/Qiskit/platypus/blob/57c19e59c7e87e2000f0c158dc2bb0da42bf90ce/notebooks/quantum-hardware/error-correction-repetition-code.ipynb,Qiskit,platypus,platypus,101.0,0.0,230.0,30.0,30.0,2024-02-08 15:49:34+00:00,24.0
ql-ghost-composition,"Ghost composition at location: (42, 1)",h2evo_6bb46f.py,42,,"Ghost composition at location: (42, 1)h2evo_6bb46f.py42",TP,TP,TP,TP,,True,,comment_in_related_report,https://github.com/NEASQC/Variationals_algorithms/issues/2,05/02/2024,RGC1,,,TP,https://github.com/NEASQC/Variationals_algorithms/blob/8654cddca7d3a9b816c8085f64c278990cb78411/misc/python_scripts/h2evo.py,NEASQC,Variationals_algorithms,Variationals_algorithms,0.0,1.0,1.0,3.0,30.0,2022-09-13 09:11:14+00:00,538.0
ql-ghost-composition,"Ghost composition at location: (64, 1)",h2evoqlm_f7e7b5.py,64,,"Ghost composition at location: (64, 1)h2evoqlm_f7e7b5.py64",TP,,,TP,,,,comment_in_related_report,https://github.com/NEASQC/Variationals_algorithms/issues/2,15/02/2024,RGC1,,,TP,https://github.com/NEASQC/Variationals_algorithms/blob/8654cddca7d3a9b816c8085f64c278990cb78411/misc/python_scripts/h2evoQLM.py,NEASQC,Variationals_algorithms,Variationals_algorithms,0.0,1.0,1.0,3.0,30.0,2022-09-13 09:11:14+00:00,538.0
ql-ghost-composition,"Ghost composition at location: (76, 1)",neoh2evo_28b965.py,76,,"Ghost composition at location: (76, 1)neoh2evo_28b965.py76",TP,TP,TP,TP,,True,08_28b965_76,new_report,https://github.com/NEASQC/Variationals_algorithms/issues/2,,RGC1,,,TP,https://github.com/NEASQC/Variationals_algorithms/blob/8654cddca7d3a9b816c8085f64c278990cb78411/misc/python_scripts/neoh2evo.py,NEASQC,Variationals_algorithms,Variationals_algorithms,0.0,1.0,1.0,3.0,30.0,2022-09-13 09:11:14+00:00,538.0
ql-ghost-composition,"Ghost composition at location: (322, 9)",shor_df608f.py,322,9.0,"Ghost composition at location: (322, 9)shor_df608f.py322",TP,,,TP,,,06_df608f_322,new_report,https://github.com/fastflair/Tutorials/issues/14,inactive,RGC1,,,TP,https://github.com/fastflair/Tutorials/blob/ec3cec9ae4219f34f9a9980b3dfc33bad930e1e5/Quantum/ShorDecrypt/Shor.py,fastflair,Tutorials,Tutorials,0.0,1.0,4.0,2.0,30.0,2023-07-16 19:51:44+00:00,231.0
ql-ghost-composition,"Ghost composition at location: (90, 9)",test_mc_gate_13ba80.py,90,9.0,"Ghost composition at location: (90, 9)test_mc_gate_13ba80.py90",TP,TP,TP,TP,,True,06_13ba80_90,new_report,https://github.com/qclib/qclib/issues/139,fixed,RGC1,,,TP,https://github.com/qclib/qclib/blob/ddafadf004cfe79d6086b3874c96a00219bf896d/test/test_mc_gate.py,qclib,qclib,qclib,29.0,1.0,18.0,9.0,30.0,2024-02-28 19:47:45+00:00,4.0
ql-ghost-composition,"Ghost composition at location: (107, 9)",test_mc_gate_13ba80.py,107,9.0,"Ghost composition at location: (107, 9)test_mc_gate_13ba80.py107",TP,TP,TP,TP,,True,06_13ba80_90,comment_in_related_report,https://github.com/qclib/qclib/issues/139,fixed,RGC1,,,TP,https://github.com/qclib/qclib/blob/ddafadf004cfe79d6086b3874c96a00219bf896d/test/test_mc_gate.py,qclib,qclib,qclib,29.0,1.0,18.0,9.0,30.0,2024-02-28 19:47:45+00:00,4.0
ql-ghost-composition,"Ghost composition at location: (124, 9)",test_mc_gate_13ba80.py,124,9.0,"Ghost composition at location: (124, 9)test_mc_gate_13ba80.py124",TP,TP,TP,TP,,True,06_13ba80_90,comment_in_related_report,https://github.com/qclib/qclib/issues/139,fixed,RGC1,,,TP,https://github.com/qclib/qclib/blob/ddafadf004cfe79d6086b3874c96a00219bf896d/test/test_mc_gate.py,qclib,qclib,qclib,29.0,1.0,18.0,9.0,30.0,2024-02-28 19:47:45+00:00,4.0
ql-ghost-composition,"Ghost composition at location: (413, 1)",transpiled_stabilizer_test_7be7ce.py,413,,"Ghost composition at location: (413, 1)transpiled_stabilizer_test_7be7ce.py413",TP,TP,TP,TP,,True,,no_interactive_use,,,RGC1,,,TP,https://github.com/Serock3/Master_thesis_QEC_simulation/blob/bfc808d5e73b7e0bc77f7a36bdc373f7d27a4c8f/trash/transpiled_stabilizer_test.py,Serock3,Master_thesis_QEC_simulation,Master_thesis_QEC_simulation,2.0,0.0,0.0,2.0,30.0,2021-12-11 09:31:38+00:00,814.0
ql-conditional-without-measurement,"Conditional gate 'u' on qubit '1' (l: 245, c: 9) without preceeding measurement.",test_structure_aaba85.py,245,9.0,"Conditional gate 'u' on qubit '1' (l: 245, c: 9) without preceeding measurement.test_structure_aaba85.py245",TP,TP,TP,TP,,True,08_aaba85_245,no_because_test,,,RWM2,,,TP,https://github.com/jakelishman/qiskit-qasm2/blob/d5c145e6ca08f3bdea54822dbdf054c5ce72e02c/tests/test_structure.py,jakelishman,qiskit-qasm2,qiskit-qasm2,4.0,0.0,0.0,1.0,30.0,2023-03-11 01:43:40+00:00,359.0
ql-conditional-without-measurement,"Conditional gate 'h' on qubit '2' (l: 60, c: 5) without preceeding measurement.",example_qiskit_conditional_78732d.py,60,5.0,"Conditional gate 'h' on qubit '2' (l: 60, c: 5) without preceeding measurement.example_qiskit_conditional_78732d.py60",TP,,,TP,,,08_78732d_59,comment_in_related_report,https://github.com/ioanasv/quantumInspire/issues/4,01/03/2024,RWM1,,,TP,https://github.com/ioanasv/quantumInspire/blob/9b8b029a79032c660d62d61700f77f9f28e7ceaa/quantuminspire/docs/example_qiskit_conditional.py,ioanasv,quantumInspire,quantumInspire,0.0,1.0,0.0,3.0,30.0,2021-01-28 20:52:28+00:00,1130.0
ql-conditional-without-measurement,"Conditional gate 'h' on qubit '0' (l: 320, c: 1) without preceeding measurement.",b24_hadamard_solutions_2ba19d.py,320,,"Conditional gate 'h' on qubit '0' (l: 320, c: 1) without preceeding measurement.b24_hadamard_solutions_2ba19d.py320",TP,,,TP,,,,no_teaching_code,,,RWM1,,,TP,https://github.com/ozlemsalehi/bronze/blob/85af4076ac5c9ac793f0ce656e1c07de9893b2fe/bronze/B24_Hadamard_Solutions.ipynb,ozlemsalehi,bronze,bronze,27.0,0.0,11.0,3.0,30.0,2021-05-02 08:56:03+00:00,1037.0
ql-conditional-without-measurement,"Conditional gate 't' on qubit '1' (l: 41, c: 1) without preceeding measurement.",task_0f414b.py,41,,"Conditional gate 't' on qubit '1' (l: 41, c: 1) without preceeding measurement.task_0f414b.py41",TP,,,TP,,,,no_single_file_repo,,,RWM1,,,TP,https://github.com/draymond63/qosf-task-1/blob/cbcda1ace6efc80ad2554ea2b5c9c5b5288444ae/task.py,draymond63,qosf-task-1,qosf-task-1,0.0,0.0,0.0,1.0,3.0,2021-09-15 18:24:19+00:00,900.0
