rule_id,message,file,line,col,filename,Annotator_1,
ql-ungoverned-composition,"The composition of subcircuit 'qc' (l: 63, c: 10) to the 'qc' (l: 122, c: 10) has no specified wiring (parameters 'qubits' and 'clbits' of compose() are not used).",rotation_95ca93.py,128,18.0,rotation_95ca93,FP,
ql-ungoverned-composition,"The composition of subcircuit 'qc' (l: 63, c: 10) to the 'qc' (l: 122, c: 10) has no specified wiring (parameters 'qubits' and 'clbits' of compose() are not used).",rotation_95ca93.py,138,18.0,rotation_95ca93,FP,
ql-ungoverned-composition,"The composition of subcircuit 'qc_trot' (l: 88, c: 15) to the 'psi0' (l: 59, c: 8) has no specified wiring (parameters 'qubits' and 'clbits' of compose() are not used).",trotter_evolution_2353b1.py,95,26.0,trotter_evolution_2353b1,FP,
ql-conditional-without-measurement,"Conditional gate 'x' on qubit '0' (l: 441, c: 9) without preceeding measurement.",factorization_shor_algorithm_77e5d5.py,441,9.0,factorization_shor_algorithm_77e5d5,FP NW,
ql-conditional-without-measurement,"Conditional gate 'tdg' on qubit '0' (l: 37, c: 1) without preceeding measurement.",task_0f414b.py,37,,task_0f414b,TP,
ql-conditional-without-measurement,"Conditional gate 'x' on qubit '6' (l: 766, c: 9) without preceeding measurement.",seven_qubit_stabilizer_4347a9.py,766,9.0,seven_qubit_stabilizer_4347a9,FP,
ql-conditional-without-measurement,"Conditional gate 'x' on qubit '2' (l: 897, c: 9) without preceeding measurement.",five_qubit_stabilizer_728e76.py,897,9.0,five_qubit_stabilizer_728e76,FP,
ql-conditional-without-measurement,"Conditional gate 'x' on qubit '1' (l: 45, c: 9) without preceeding measurement.",test_circuit_qasm_ae5268.py,45,9.0,test_circuit_qasm_ae5268,TP,
ql-conditional-without-measurement,"Conditional gate 'z' on qubit '1' (l: 503, c: 9) without preceeding measurement.",five_qubit_stabilizer_728e76.py,503,9.0,five_qubit_stabilizer_728e76,FP,
ql-conditional-without-measurement,"Conditional gate 'z' on qubit '0' (l: 349, c: 9) without preceeding measurement.",seven_qubit_stabilizer_4347a9.py,349,9.0,seven_qubit_stabilizer_4347a9,FP,
ql-conditional-without-measurement,"Conditional gate 'y' on qubit '2' (l: 902, c: 9) without preceeding measurement.",five_qubit_stabilizer_728e76.py,902,9.0,five_qubit_stabilizer_728e76,FP,
ql-conditional-without-measurement,"Conditional gate 'x' on qubit '2' (l: 122, c: 9) without preceeding measurement.",adaptive_circuits_365dea.py,122,9.0,adaptive_circuits_365dea,FP,
ql-conditional-without-measurement,"Conditional gate 'y' on qubit '3' (l: 1035, c: 9) without preceeding measurement.",five_qubit_stabilizer_728e76.py,1035,9.0,five_qubit_stabilizer_728e76,FP,
ql-double-measurement,"Two consecutive measurements on qubit '1' at locations: (15, 1) and (23, 1)",qubits_d78ad0.py,23,,qubits_d78ad0,TP,
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (164, 1) and (165, 1)",measurement_postulate_single_qubit_f_fb7a34.py,165,,measurement_postulate_single_qubit_f_fb7a34,NW TP,
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (68, 5) and (68, 5)",montgomery_modular_multiplication_593bfe.py,68,5.0,montgomery_modular_multiplication_593bfe,FP NW,
ql-double-measurement,"Two consecutive measurements on qubit '1' at locations: (69, 9) and (72, 9)",test_qasm_simulator_682153.py,72,9.0,test_qasm_simulator_682153,TP,
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (566, 9) and (567, 9)",test_stochastic_swap_89a6ef.py,567,9.0,test_stochastic_swap_89a6ef,NW TP,
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (141, 5) and (141, 5)
Two consecutive measurements on qubit '1' at locations: (141, 5) and (141, 5)
Two consecutive measurements on qubit '2' at locations: (141, 5) and (141, 5)
Two consecutive measurements on qubit '3' at locations: (141, 5) and (141, 5)
Two consecutive measurements on qubit '4' at locations: (141, 5) and (141, 5)",n4grover_qx2_064def.py,141,5.0,n4grover_qx2_064def,FP,
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (25, 1) and (29, 1)
Two consecutive measurements on qubit '1' at locations: (25, 1) and (29, 1)
Two consecutive measurements on qubit '2' at locations: (25, 1) and (29, 1)
Two consecutive measurements on qubit '3' at locations: (25, 1) and (29, 1)",qrpgcg_cd84f9.py,29,,qrpgcg_cd84f9,TP,
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (62, 5) and (63, 13)",inefficientnot_fe6009.py,63,13.0,inefficientnot_fe6009,TP,
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (11, 1) and (12, 1)",qubitstates_903372.py,12,,qubitstates_903372,TP,
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (29, 1) and (33, 1)
Two consecutive measurements on qubit '1' at locations: (29, 1) and (33, 1)
Two consecutive measurements on qubit '2' at locations: (29, 1) and (33, 1)
Two consecutive measurements on qubit '3' at locations: (29, 1) and (33, 1)",qrpgcg_cd84f9.py,33,,qrpgcg_cd84f9,TP,
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:6, 6)  when it has already 6 classical bits.",example_1_c6d971.py,10,,example_1_c6d971,TP,
ql-measure-all-abuse,"measure_all() on the circuit 'demo' (at location:320, 6)  when it has already 6 classical bits.",matchgate_tools_mudground_checkpoint_a852d9.py,326,,matchgate_tools_mudground_checkpoint_a852d9,TP,
ql-measure-all-abuse,"measure_all() on the circuit 'circuit' (at location:17, 15)  when it has already 2 classical bits.",bell_states_example_55fd07.py,20,5.0,bell_states_example_55fd07,TP,
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:29, 6)  when it has already 5 classical bits.",main_2f60d4.py,30,,main_2f60d4,TP,
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:29, 14)  when it has already 3 classical bits.",test_parse_counts_0953d6.py,31,9.0,test_parse_counts_0953d6,NW TP,
ql-measure-all-abuse,"measure_all() on the circuit 'quantum_circuit' (at location:12, 19)  when it has already 2 classical bits.",quantum_entanglement_f902fe.py,23,,quantum_entanglement_f902fe,TP,
ql-measure-all-abuse,"measure_all() on the circuit 'circuit' (at location:78, 15)  when it has already 1 classical bits.",interferibmc_c22d6b.py,84,5.0,interferibmc_c22d6b,TP,
ql-measure-all-abuse,"measure_all() on the circuit 'circuit' (at location:7, 15)  when it has already 5 classical bits.",qrng_9498d5.py,10,5.0,qrng_9498d5,TP,
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:97, 10)  when it has already 31 classical bits.",mnist_dd2c4f.py,110,5.0,mnist_dd2c4f,NW TP,
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:17, 10)  when it has already 1 classical bits.",polarization_20rotator_20angle_25374b.py,20,5.0,polarization_20rotator_20angle_25374b,TP,
ql-operation-after-measurement,"Operation 'x' on qubit 4 after measurement at location: (208, 1).",q04_qiskit_installation_and_test_7d0f02.py,226,7.0,q04_qiskit_installation_and_test_7d0f02,TP,
ql-operation-after-measurement,"Operation 'cz' on qubit 1 after measurement at location: (28, 5).",quantum_pixel_generator_multi_qasm_fractional_variable_d8275b.py,33,5.0,quantum_pixel_generator_multi_qasm_fractional_variable_d8275b,TP,
ql-operation-after-measurement,"Operation 'cx' on qubit 1 after measurement at location: (22, 1).",sup_teleport_db51a7.py,25,,sup_teleport_db51a7,TP,
ql-operation-after-measurement,"Operation 'cz' on qubit 0 after measurement at location: (15, 1).",qiskitcode_c7825c.py,19,,qiskitcode_c7825c,TP,
ql-operation-after-measurement,"Operation 'cx' on qubit 0 after measurement at location: (23, 1).
Operation 'cx' on qubit 1 after measurement at location: (23, 1).",qubits_d78ad0.py,28,,qubits_d78ad0,TP,
ql-operation-after-measurement,"Operation 'cz' on qubit 0 after measurement at location: (36, 1).",hw9_99e695.py,46,,hw9_99e695,TP,
ql-operation-after-measurement,"Operation 'cz' on qubit 0 after measurement at location: (21, 1).",sup_teleport_db51a7.py,26,,sup_teleport_db51a7,TP,
ql-operation-after-measurement,"Operation 'h' on qubit 0 after measurement at location: (69, 1).",quantum_key_distribution_5a5d07.py,73,,quantum_key_distribution_5a5d07,NW FP,
ql-operation-after-measurement,"Operation 'h' on qubit 0 after measurement at location: (69, 1).",quantum_key_distribution_e8abe3.py,73,,quantum_key_distribution_e8abe3,NW FP,
ql-operation-after-measurement,"Operation 'x' on qubit 0 after measurement at location: (134, 1).",computaci_c3_b3n_cu_c3_a1ntica_en_casa_filo_8236b7.py,135,,computaci_c3_b3n_cu_c3_a1ntica_en_casa_filo_8236b7,TP,
ql-superfluous-op,"The circuit 'qc' has an operation (l:18, c:1) in which some of its qubits are never measured.",0627319cba97ba5211d8c9c8a1be7f46360718006dd385039aaf9a62_44311f.py,18,,0627319cba97ba5211d8c9c8a1be7f46360718006dd385039aaf9a62_44311f,FP,
ql-superfluous-op,"The circuit 'qc' has an operation (l:167, c:1) in which some of its qubits are never measured.",bss_poster_qce21_8d4e7c.py,167,,bss_poster_qce21_8d4e7c,TP,
ql-superfluous-op,"The circuit 'qc' has an operation (l:423, c:5) in which some of its qubits are never measured.",qram_f283bf.py,423,5.0,qram_f283bf,NW TP,
ql-superfluous-op,"The circuit 'mycircuit1' has an operation (l:90, c:5) in which some of its qubits are never measured.",b39_controlled_operations_solutions_f4ed8f.py,90,5.0,b39_controlled_operations_solutions_f4ed8f,FP,
ql-superfluous-op,"The circuit 'qc' has an operation (l:251, c:5) in which some of its qubits are never measured.",custom_circuits_83ca4f.py,251,5.0,custom_circuits_83ca4f,FP,
ql-superfluous-op,"The circuit 'qc' has an operation (l:94, c:1) in which some of its qubits are never measured.",0627319cba97ba5211d8c9c8a1be7f46360718006dd385039aaf9a62_44311f.py,94,,0627319cba97ba5211d8c9c8a1be7f46360718006dd385039aaf9a62_44311f,FP,
ql-superfluous-op,"The circuit 'qc' has an operation (l:13, c:9) in which some of its qubits are never measured.",nand_gate_545147.py,13,9.0,nand_gate_545147,NW TP,
ql-superfluous-op,"The circuit 'qc' has an operation (l:1060, c:9) in which some of its qubits are never measured.",qram_f283bf.py,1060,9.0,qram_f283bf,NW TP,
ql-superfluous-op,"The circuit 'qc' has an operation (l:201, c:1) in which some of its qubits are never measured.",4_qiskit_64bd71.py,201,,4_qiskit_64bd71,FP,
ql-superfluous-op,"The circuit 'qc' has an operation (l:166, c:1) in which some of its qubits are never measured.",4_qiskit_64bd71.py,166,,4_qiskit_64bd71,FP,
ql-op-after-optimization,Operation measure applied to transpiled circuit: qc.,groverfuncs_9232ea.py,55,5.0,groverfuncs_9232ea,TP,
ql-op-after-optimization,Operation measure_all applied to transpiled circuit: qc1.,real_system_c4c34f.py,40,5.0,real_system_c4c34f,TP,
ql-op-after-optimization,Operation measure_all applied to transpiled circuit: qc3.,real_system_c4c34f.py,45,5.0,real_system_c4c34f,TP,
ql-op-after-optimization,Operation measure_all applied to transpiled circuit: qc1.,real_system_c4c34f.py,59,5.0,real_system_c4c34f,TP,
ql-op-after-optimization,Operation measure_all applied to transpiled circuit: qc3.,real_system_c4c34f.py,64,5.0,real_system_c4c34f,TP,
ql-op-after-optimization,Operation measure applied to transpiled circuit: qc.,source_59a0eb956a0d4e6b8720f272136f2799_9b8ba7.py,34,,source_59a0eb956a0d4e6b8720f272136f2799_9b8ba7,TP,
ql-op-after-optimization,Operation measure applied to transpiled circuit: qc.,source_948f90de9947418289b220bd2e61caa3_caae3b.py,58,,source_948f90de9947418289b220bd2e61caa3_caae3b,TP,
ql-constant-classic-bit,"Circuit 'qc' measures qubit '0' but never uses it.
Circuit 'qc' measures qubit '1' but never uses it.",q72_superdense_coding_solutions_88b113.py,164,10.0,q72_superdense_coding_solutions_88b113,FP,
ql-constant-classic-bit,Circuit 'qc' measures qubit '4' but never uses it.,ghz_0564e9.py,36,6.0,ghz_0564e9,FP,
ql-constant-classic-bit,"Circuit 'mycircuit' measures qubit '0' but never uses it.
Circuit 'mycircuit' measures qubit '1' but never uses it.
Circuit 'mycircuit' measures qubit '2' but never uses it.",qbronzetask25_20rotation_20automata_4b0155.py,2161,17.0,qbronzetask25_20rotation_20automata_4b0155,FP,
ql-constant-classic-bit,"Circuit 'qc' measures qubit '0' but never uses it.
Circuit 'qc' measures qubit '4' but never uses it.",composite_gates_c1da44.py,89,10.0,composite_gates_c1da44,FP,
ql-constant-classic-bit,"Circuit 'circuit' measures qubit '1' but never uses it.
Circuit 'circuit' measures qubit '0' but never uses it.
Circuit 'circuit' measures qubit '2' but never uses it.
Circuit 'circuit' measures qubit '3' but never uses it.",unit_tests_ce3112.py,111,15.0,unit_tests_ce3112,NW TP,
ql-constant-classic-bit,Circuit 'qc' measures qubit '3' but never uses it.,lab5_soln_7e0ca7.py,68,6.0,lab5_soln_7e0ca7,TP,
ql-constant-classic-bit,"Circuit 'qc' measures qubit '0' but never uses it.
Circuit 'qc' measures qubit '2' but never uses it.
Circuit 'qc' measures qubit '4' but never uses it.",qarithmetic_555d49.py,62,6.0,qarithmetic_555d49,FP,
ql-constant-classic-bit,Circuit 'qc' measures qubit '2' but never uses it.,ex1_fc0510.py,147,10.0,ex1_fc0510,TP,
ql-constant-classic-bit,Circuit 'nonHERR' measures qubit '3' but never uses it.,herrtestcomptimetiffoli_cf1dac.py,117,11.0,herrtestcomptimetiffoli_cf1dac,TP,
ql-constant-classic-bit,Circuit 'circ' measures qubit '0' but never uses it.,measurement_postulate_single_qubit_f_fb7a34.py,76,8.0,measurement_postulate_single_qubit_f_fb7a34,TP,
ql-oversized-circuit,Circuit 'circ_t' never manipulates some of its 2qubits.,quantum_checkpoint_243c90.py,172,22.0,quantum_checkpoint_243c90,FP,
ql-oversized-circuit,Circuit 'qc' never manipulates some of its 2qubits.,hello_qiskit_f32bec.py,1557,10.0,hello_qiskit_f32bec,TP,
ql-oversized-circuit,Circuit 'qc' never manipulates some of its 2qubits.,01_conceitos_basicos_ae6b6b.py,583,6.0,01_conceitos_basicos_ae6b6b,TP,
ql-oversized-circuit,Circuit 'qc' never manipulates some of its 5qubits.,test_target_backend_c2dd5d.py,29,10.0,test_target_backend_c2dd5d,FP,
ql-oversized-circuit,Circuit 'qc3' never manipulates some of its 1qubits.,test_quantumprogram_6f378f.py,1345,15.0,test_quantumprogram_6f378f,TP,
ql-oversized-circuit,Circuit 'ddCircuit' never manipulates some of its 5qubits.,two_qubit_2010_2001_20states_20tests_b72337.py,106,17.0,two_qubit_2010_2001_20states_20tests_b72337,TP,*
ql-oversized-circuit,Circuit 'meas' never manipulates some of its 4qubits.,bernaz_035353.py,35,8.0,bernaz_035353,TP,
ql-oversized-circuit,Circuit 'circuit4' never manipulates some of its 3qubits.,a00_qiskit_introduction_79143b.py,119,12.0,a00_qiskit_introduction_79143b,TP,
ql-oversized-circuit,Circuit 'qc' never manipulates some of its 12qubits.,frqi_2cc93f.py,219,14.0,frqi_2cc93f,FP,
ql-oversized-circuit,Circuit 'init' never manipulates some of its 3qubits.,3sat_5997be.py,20,8.0,3sat_5997be,FP,
ql-unmeasurable-qubits,Circuit 'qc' has more qubits (2) than classical  bits (0),superdense_coding_777744.py,165,6.0,superdense_coding_777744,FP,
ql-unmeasurable-qubits,Circuit 'action_qc' has more qubits (1) than classical  bits (0),utility_maximization_356203.py,154,11.0,utility_maximization_356203,NW,
ql-unmeasurable-qubits,Circuit 'qc' has more qubits (8) than classical  bits (0),ch05_02_quantum_add_4e40b7.py,25,6.0,ch05_02_quantum_add_4e40b7,NW TP,
ql-unmeasurable-qubits,Circuit 'circ' has more qubits (2) than classical  bits (0),test_units_2906b6.py,90,10.0,test_units_2906b6,NW,
ql-unmeasurable-qubits,Circuit 'qc' has more qubits (2) than classical  bits (0),week_1_exercise_4_6ebd34.py,22,6.0,week_1_exercise_4_6ebd34,TP,
ql-unmeasurable-qubits,Circuit 'five_qc' has more qubits (9) than classical  bits (4),five_qubit_stabilizer_728e76.py,415,15.0,five_qubit_stabilizer_728e76,NW FP,
ql-unmeasurable-qubits,Circuit 'circuit' has more qubits (1) than classical  bits (0),finaliter1_a02e9d.py,51,15.0,finaliter1_a02e9d,TP,
ql-unmeasurable-qubits,Circuit 'grover_circuit' has more qubits (2) than classical  bits (0),2qgrover_c76568.py,10,18.0,2qgrover_c76568,NW FP,
ql-unmeasurable-qubits,Circuit 'mycircuit' has more qubits (2) than classical  bits (0),test_271104.py,63,13.0,test_271104,NW TP,
ql-unmeasurable-qubits,Circuit 'qc' has more qubits (2) than classical  bits (0),base_nb_d4b9ce.py,286,6.0,base_nb_d4b9ce,NW TP,
