rule_id,message,file,line,col,index,Annotator_1,Annotator_2,Resolution,Resolution comment,Comment annotator 2,same,label,url,repo_owner,repo_name,name,stars,issues,forks,contributors,commits,latest_commit_date,days_since_latest_commit
ql-conditional-without-measurement,"Conditional gate 't' on qubit '0' (l: 38, c: 1) without preceeding measurement.",task_0f414b.py,38,,"Conditional gate 't' on qubit '0' (l: 38, c: 1) without preceeding measurement.task_0f414b.py38",TP,TP,,,,1,TP,https://github.com/draymond63/qosf-task-1/blob/cbcda1ace6efc80ad2554ea2b5c9c5b5288444ae/task.py,draymond63,qosf-task-1,qosf-task-1,0.0,0.0,0.0,1.0,3.0,2021-09-15 18:24:19+00:00,866.0
ql-conditional-without-measurement,"Conditional gate 't' on qubit '0' (l: 47, c: 1) without preceeding measurement.",task_0f414b.py,47,,"Conditional gate 't' on qubit '0' (l: 47, c: 1) without preceeding measurement.task_0f414b.py47",TP,TP,,,,1,TP,https://github.com/draymond63/qosf-task-1/blob/cbcda1ace6efc80ad2554ea2b5c9c5b5288444ae/task.py,draymond63,qosf-task-1,qosf-task-1,0.0,0.0,0.0,1.0,3.0,2021-09-15 18:24:19+00:00,866.0
ql-conditional-without-measurement,"Conditional gate 'h' on qubit '2' (l: 34, c: 1) without preceeding measurement.",test_sdk_352e8e.py,34,,"Conditional gate 'h' on qubit '2' (l: 34, c: 1) without preceeding measurement.test_sdk_352e8e.py34",TP,TP,,,,1,TP,https://github.com/drobiu/quantum-project/blob/26a2a49cabb0868c9bf5ad68e6861062da7ad6ea/code/test_sdk.py,drobiu,quantum-project,quantum-project,1.0,0.0,0.0,5.0,30.0,2022-03-15 23:25:30+00:00,685.0
ql-conditional-without-measurement,"Conditional gate 'x' on qubit '0' (l: 114, c: 9) without preceeding measurement.",test_circuit_load_from_qasm_bf30ab.py,114,9.0,"Conditional gate 'x' on qubit '0' (l: 114, c: 9) without preceeding measurement.test_circuit_load_from_qasm_bf30ab.py114",TP,TP,,,,1,TP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/circuit/test_circuit_load_from_qasm.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1596.0
ql-conditional-without-measurement,"Conditional gate 'z' on qubit '0' (l: 47, c: 9) without preceeding measurement.",test_circuit_qasm_ae5268.py,47,9.0,"Conditional gate 'z' on qubit '0' (l: 47, c: 9) without preceeding measurement.test_circuit_qasm_ae5268.py47",TP,TP,,,,1,TP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/circuit/test_circuit_qasm.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1596.0
ql-conditional-without-measurement,"Conditional gate 'tdg' on qubit '1' (l: 39, c: 1) without preceeding measurement.",task_0f414b.py,39,,"Conditional gate 'tdg' on qubit '1' (l: 39, c: 1) without preceeding measurement.task_0f414b.py39",TP,TP,,,,1,TP,https://github.com/draymond63/qosf-task-1/blob/cbcda1ace6efc80ad2554ea2b5c9c5b5288444ae/task.py,draymond63,qosf-task-1,qosf-task-1,0.0,0.0,0.0,1.0,3.0,2021-09-15 18:24:19+00:00,866.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (11, 1) and (12, 1)",qubitstates_903372.py,12,,"Two consecutive measurements on qubit '0' at locations: (11, 1) and (12, 1)qubitstates_903372.py12",TP,TP,,,,1,TP,https://github.com/vicvaleeva/qiskit-learn/blob/e8d179369e6c3f4ba815604f8183cec5044a8c7a/QuantumStates/qubitStates.py,vicvaleeva,qiskit-learn,qiskit-learn,0.0,0.0,0.0,1.0,9.0,2020-12-24 15:35:03+00:00,1131.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (58, 9) and (61, 9)",test_qasm_simulator_edd048.py,61,9.0,"Two consecutive measurements on qubit '0' at locations: (58, 9) and (61, 9)test_qasm_simulator_edd048.py61",TP,TP,,,,1,TP,https://github.com/epiqc/PartialCompilation/blob/50d80f56efdf754e40a0b1dd00404788a03fdf3d/qiskit-terra/test/python/basicaer/test_qasm_simulator.py,epiqc,PartialCompilation,PartialCompilation,11.0,0.0,2.0,3.0,30.0,2019-09-16 23:35:41+00:00,1596.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (821, 9) and (822, 9)",test_structure_aaba85.py,822,9.0,"Two consecutive measurements on qubit '0' at locations: (821, 9) and (822, 9)test_structure_aaba85.py822",NW,FP,FP,,"The measurements are guarded by inverse conditions, i.e., in every possible execution only one of them is actually performed",0,FP,https://github.com/jakelishman/qiskit-qasm2/blob/d5c145e6ca08f3bdea54822dbdf054c5ce72e02c/tests/test_structure.py,jakelishman,qiskit-qasm2,qiskit-qasm2,4.0,0.0,0.0,1.0,30.0,2023-03-11 01:43:40+00:00,325.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (68, 5) and (68, 5)",montgomery_modular_multiplication_593bfe.py,68,5.0,"Two consecutive measurements on qubit '0' at locations: (68, 5) and (68, 5)montgomery_modular_multiplication_593bfe.py68",TP,FP,NW,"it could happen, but it depends on user input, and other measurements, thus it might lead to performance degradations. THe dev has to decidebased on the intended behavior.",Lines 92 and 95 operate on qubit 0,0,NW,https://github.com/c3sr/Quantum-Computing/blob/0628ef5fb94ffe7d6d5f73724a0aafffab0297b4/src/rsa/qiskit/Montgomery_Modular_Multiplication.ipynb,c3sr,Quantum-Computing,Quantum-Computing,6.0,0.0,0.0,2.0,25.0,2019-12-06 05:35:52+00:00,1516.0
ql-double-measurement,"Two consecutive measurements on qubit '0' at locations: (70, 5) and (74, 5)",quantum_e3f4e0.py,74,5.0,"Two consecutive measurements on qubit '0' at locations: (70, 5) and (74, 5)quantum_e3f4e0.py74",TP,TP,,,,1,TP,https://github.com/clausia/tetromiq/blob/46a39fb9ae1423dd69b2594116a693c198529185/src/quantum.py,clausia,tetromiq,tetromiq,1.0,15.0,1.0,3.0,30.0,2021-10-03 14:21:32+00:00,848.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:6, 6)  when it has already 6 classical bits.",example_1_c6d971.py,10,,"measure_all() on the circuit 'qc' (at location:6, 6)  when it has already 6 classical bits.example_1_c6d971.py10",TP,TP,,,,1,TP,https://github.com/brodkemd/UC_Quantum_Lab/blob/f9b88c6f19962a13f252dabf71f8040ce32b6d0d/examples/python/example_1.py,brodkemd,UC_Quantum_Lab,UC_Quantum_Lab,0.0,0.0,0.0,1.0,30.0,2022-10-27 20:44:33+00:00,459.0
ql-measure-all-abuse,"measure_all() on the circuit 'demo' (at location:320, 6)  when it has already 6 classical bits.",matchgate_tools_mudground_checkpoint_a852d9.py,326,,"measure_all() on the circuit 'demo' (at location:320, 6)  when it has already 6 classical bits.matchgate_tools_mudground_checkpoint_a852d9.py326",TP,TP,,,,1,TP,https://github.com/VoicuTomut/ChemistryOnQubits/blob/48584e8532014fe8660f5c9b47ff04145d50b5e8/Playground/.ipynb_checkpoints/matchgate_tools_MudGround-checkpoint.ipynb,VoicuTomut,ChemistryOnQubits,ChemistryOnQubits,0.0,0.0,0.0,1.0,30.0,2021-02-27 11:05:59+00:00,1066.0
ql-measure-all-abuse,"measure_all() on the circuit 'circuit' (at location:17, 15)  when it has already 2 classical bits.",bell_states_example_55fd07.py,20,5.0,"measure_all() on the circuit 'circuit' (at location:17, 15)  when it has already 2 classical bits.bell_states_example_55fd07.py20",TP,TP,,,,1,TP,https://github.com/0tt3r/QuaC-qiskit/blob/6fda8db41e6cbdab11059f036a34fa9e410d11a8/examples/demos/bell_states_example.py,0tt3r,QuaC-qiskit,QuaC-qiskit,1.0,1.0,2.0,1.0,15.0,2020-10-09 16:36:33+00:00,1207.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:29, 6)  when it has already 5 classical bits.",main_2f60d4.py,30,,"measure_all() on the circuit 'qc' (at location:29, 6)  when it has already 5 classical bits.main_2f60d4.py30",TP,TP,,,,1,TP,https://github.com/steurendoit/QuantumTests/blob/e9edb29f20c16ab56548432b76e39e1d816a299f/main.py,steurendoit,QuantumTests,,,,,,,,
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:29, 14)  when it has already 3 classical bits.",test_parse_counts_0953d6.py,31,9.0,"measure_all() on the circuit 'qc' (at location:29, 14)  when it has already 3 classical bits.test_parse_counts_0953d6.py31",TP,TP,,,,1,TP,https://github.com/mgrzesiuk/qiskit_utils/blob/3666b3ea2074ce6ee75fa22a8165880ca147c71d/tst/test_parse_counts.py,mgrzesiuk,qiskit_utils,qiskit_utils,0.0,0.0,0.0,1.0,19.0,2022-07-16 18:02:07+00:00,562.0
ql-measure-all-abuse,"measure_all() on the circuit 'quantum_circuit' (at location:12, 19)  when it has already 2 classical bits.",quantum_entanglement_f902fe.py,23,,"measure_all() on the circuit 'quantum_circuit' (at location:12, 19)  when it has already 2 classical bits.quantum_entanglement_f902fe.py23",TP,TP,,,,1,TP,https://github.com/a-vanderbilt/Coding-WIth-Qiskit/blob/e08ab7965b419c31c74befeccf87b0215fd0c24c/quantum_entanglement.py,a-vanderbilt,Coding-WIth-Qiskit,Coding-WIth-Qiskit,0.0,0.0,0.0,1.0,5.0,2022-05-24 01:18:15+00:00,616.0
ql-measure-all-abuse,"measure_all() on the circuit 'circuit' (at location:78, 15)  when it has already 1 classical bits.",interferibmc_c22d6b.py,84,5.0,"measure_all() on the circuit 'circuit' (at location:78, 15)  when it has already 1 classical bits.interferibmc_c22d6b.py84",TP,TP,,,,1,TP,https://github.com/PCesteban/QCHACKIBM/blob/9add295536b78e68e3cc0c5a5f724f70a56d2461/Different%20drafts/INTERFERIBMC.ipynb,PCesteban,QCHACKIBM,QCHACKIBM,0.0,0.0,0.0,3.0,7.0,2021-04-18 04:41:21+00:00,1017.0
ql-measure-all-abuse,"measure_all() on the circuit 'circuit' (at location:7, 15)  when it has already 5 classical bits.",qrng_9498d5.py,10,5.0,"measure_all() on the circuit 'circuit' (at location:7, 15)  when it has already 5 classical bits.qrng_9498d5.py10",TP,TP,,,,1,TP,https://github.com/tula3and/random-question-generator/blob/6bce980c5da1647c267d3674d02c3a4627f17d98/qrng.py,tula3and,random-question-generator,random-question-generator,3.0,3.0,4.0,4.0,26.0,2022-08-01 09:47:34+00:00,547.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:97, 10)  when it has already 31 classical bits.",mnist_dd2c4f.py,110,5.0,"measure_all() on the circuit 'qc' (at location:97, 10)  when it has already 31 classical bits.mnist_dd2c4f.py110",TP,TP,,,,1,TP,https://github.com/dreaming-panda/quantum-ml/blob/109436d1aea5e15c856b7400cefa4e4d43723098/mnist.py,dreaming-panda,quantum-ml,quantum-ml,1.0,0.0,0.0,1.0,30.0,2022-09-16 13:29:13+00:00,500.0
ql-measure-all-abuse,"measure_all() on the circuit 'qc' (at location:17, 10)  when it has already 1 classical bits.",polarization_20rotator_20angle_25374b.py,20,5.0,"measure_all() on the circuit 'qc' (at location:17, 10)  when it has already 1 classical bits.polarization_20rotator_20angle_25374b.py20",TP,TP,,,,1,TP,https://github.com/2000maor/Quantum-Crypto/blob/eb82d67f05181f7071018b20aae74438a612da7c/polarization%20rotator%20angle.py,2000maor,Quantum-Crypto,Quantum-Crypto,0.0,0.0,0.0,1.0,10.0,2021-10-07 19:35:05+00:00,844.0
ql-operation-after-measurement,"Operation 'cx' on qubit 0 after measurement at location: (36, 1).",one_qubit_fb6117.py,40,,"Operation 'cx' on qubit 0 after measurement at location: (36, 1).one_qubit_fb6117.py40",TP,TP,,,,1,TP,https://github.com/iQuHACK/Duckfebugging/blob/73dea9e3390c4566bcc30a4e5690b1c122ef494b/one_qubit.py,iQuHACK,Duckfebugging,Duckfebugging,1.0,6.0,0.0,2.0,2.0,2020-02-03 22:23:43+00:00,1456.0
ql-operation-after-measurement,"Operation 'cz' on qubit 3 after measurement at location: (21, 1).",python_quantum_number_generator_1_6_multi_qasm_76fe84.py,35,,"Operation 'cz' on qubit 3 after measurement at location: (21, 1).python_quantum_number_generator_1_6_multi_qasm_76fe84.py35",TP,TP,,,,1,TP,https://github.com/J2304789/Quantum-Random-Number-Generator/blob/dd751ffb653b88fdf4610ea3a5ba54e4efb5caa9/Python_Quantum_Random_Number_Generator/Python_Quantum_Number_Generator_1-6_Multi_QASM.py,J2304789,Quantum-Random-Number-Generator,,,,,,,,
ql-operation-after-measurement,"Operation 'cz' on qubit 0 after measurement at location: (14, 2).",quantumteleportation_2823d6.py,16,2.0,"Operation 'cz' on qubit 0 after measurement at location: (14, 2).quantumteleportation_2823d6.py16",TP,TP,,,,1,TP,https://github.com/MarcoArmenta/quantum-circuits/blob/134d7de0b45c37b54322d0a4c1fc138e4643ad53/QuantumTeleportation.py,MarcoArmenta,quantum-circuits,quantum-circuits,1.0,0.0,0.0,1.0,7.0,2021-03-23 12:00:14+00:00,1042.0
ql-operation-after-measurement,"Operation 'cz' on qubit 5 after measurement at location: (36, 5).",quantum_random_pixel_generator_multi_qasm_bebc43.py,47,5.0,"Operation 'cz' on qubit 5 after measurement at location: (36, 5).quantum_random_pixel_generator_multi_qasm_bebc43.py47",TP,TP,,,,1,TP,https://github.com/J2304789/Quantum-Random-Pixel-Generator/blob/7f4ad190d29ccd4865fe5b891a488a5f1abd427c/Python_Quantum_Random_Pixel_Generator/Multi_QASM/Quantum_Random_Pixel_Generator_Multi_QASM.py,J2304789,Quantum-Random-Pixel-Generator,,,,,,,,
ql-operation-after-measurement,"Operation 'x' on qubit 4 after measurement at location: (208, 1).",q04_qiskit_installation_and_test_7d0f02.py,226,7.0,"Operation 'x' on qubit 4 after measurement at location: (208, 1).q04_qiskit_installation_and_test_7d0f02.py226",TP,FP,TP,mistake annotator 2,,0,TP,https://github.com/Vishal-Mandal/bronze-qiskit-master/blob/1ff2c0f308c22934299fcb1f44a0cd92afd5a7a4/quantum-with-qiskit/Q04_Qiskit_installation_and_test.ipynb,Vishal-Mandal,bronze-qiskit-master,bronze-qiskit-master,0.0,0.0,0.0,1.0,3.0,2022-07-17 16:25:14+00:00,561.0
ql-operation-after-measurement,"Operation 'h' on qubit 0 after measurement at location: (69, 1).",quantum_key_distribution_e8abe3.py,73,,"Operation 'h' on qubit 0 after measurement at location: (69, 1).quantum_key_distribution_e8abe3.py73",TP,FP,TP,"they show a malicous situation, where eve destroys the quantum state and the protocol is broken, it is a kind of example/tutorial on how a bug can happen (in communication protocols in this case).","Not 100% sure, but doesn't h() reset the qubit?",0,TP,https://github.com/shovitraj/QuantumComputing/blob/768150f62eaba0a393c3868cd9eee2771dd71b30/qiskit-textbook/content/ch-algorithms/quantum-key-distribution.ipynb,shovitraj,QuantumComputing,QuantumComputing,0.0,0.0,0.0,1.0,6.0,2023-03-20 19:47:05+00:00,315.0
ql-operation-after-measurement,"Operation 'cx' on qubit 1 after measurement at location: (155, 1).",ch_3_28325b.py,157,,"Operation 'cx' on qubit 1 after measurement at location: (155, 1).ch_3_28325b.py157",TP,TP,,,,1,TP,https://github.com/PacktPublishing/Hands-On-Quantum-Information-Processing-with-Python/blob/45a2cfe0d805c2d28f5c9a6f331fb3d841cf62ff/Chapter03/ch-3.ipynb,PacktPublishing,Hands-On-Quantum-Information-Processing-with-Python,Hands-On-Quantum-Information-Processing-with-Python,14.0,0.0,10.0,3.0,6.0,2022-10-31 06:47:10+00:00,456.0
ql-operation-after-measurement,"Operation 'cz' on qubit 0 after measurement at location: (47, 1).",quantumteleportationprotocol_7da521.py,56,,"Operation 'cz' on qubit 0 after measurement at location: (47, 1).quantumteleportationprotocol_7da521.py56",TP,TP,,,,1,TP,https://github.com/B10-H4ck3r/QComp_QuantumTeleportationProtocol/blob/5f839a5e8f27cae31d5783a6cffd252a2acf6db0/QuantumTeleportationProtocol.py,B10-H4ck3r,QComp_QuantumTeleportationProtocol,QComp_QuantumTeleportationProtocol,0.0,0.0,0.0,1.0,3.0,2020-12-17 14:42:39+00:00,1138.0
ql-operation-after-measurement,"Operation 'cz' on qubit 0 after measurement at location: (20, 1).",teleportation_07c3ca.py,25,,"Operation 'cz' on qubit 0 after measurement at location: (20, 1).teleportation_07c3ca.py25",TP,TP,,,,1,TP,https://github.com/39xdgy/selflearn_qiskit/blob/874d6aceb8487ec1cd66f5da7c516d54ba541bab/teleportation.py,39xdgy,selflearn_qiskit,selflearn_qiskit,0.0,0.0,0.0,1.0,2.0,2020-07-22 04:01:58+00:00,1287.0
ql-op-after-optimization,Operation measure applied to transpiled circuit: qc.,groverfuncs_9232ea.py,55,5.0,Operation measure applied to transpiled circuit: qc.groverfuncs_9232ea.py55,TP,TP,,,,1,TP,https://github.com/JaimePSantos/Dissertation-Tex-Code/blob/15544a4334f61e670d1eeee9849fd168c468863d/Coding/Qiskit/AllSearch/groverFuncs.py,JaimePSantos,Dissertation-Tex-Code,Dissertation-Tex-Code,0.0,2.0,1.0,2.0,30.0,2023-01-18 04:27:09+00:00,377.0
ql-op-after-optimization,Operation measure_all applied to transpiled circuit: qc1.,real_system_c4c34f.py,40,5.0,Operation measure_all applied to transpiled circuit: qc1.real_system_c4c34f.py40,TP,TP,,,,1,TP,https://github.com/DiracMG3/Circuit-Optimization-for-Hamiltonian-Simulation/blob/e97de3d2fb81b2057a1e45d1be82b8d9444792a3/Paulihedral/real_system.py,DiracMG3,Circuit-Optimization-for-Hamiltonian-Simulation,Circuit-Optimization-for-Hamiltonian-Simulation,0.0,1.0,0.0,1.0,3.0,2022-12-05 03:09:05+00:00,421.0
ql-op-after-optimization,Operation measure_all applied to transpiled circuit: qc3.,real_system_c4c34f.py,45,5.0,Operation measure_all applied to transpiled circuit: qc3.real_system_c4c34f.py45,TP,TP,,,,1,TP,https://github.com/DiracMG3/Circuit-Optimization-for-Hamiltonian-Simulation/blob/e97de3d2fb81b2057a1e45d1be82b8d9444792a3/Paulihedral/real_system.py,DiracMG3,Circuit-Optimization-for-Hamiltonian-Simulation,Circuit-Optimization-for-Hamiltonian-Simulation,0.0,1.0,0.0,1.0,3.0,2022-12-05 03:09:05+00:00,421.0
ql-op-after-optimization,Operation measure_all applied to transpiled circuit: qc1.,real_system_c4c34f.py,59,5.0,Operation measure_all applied to transpiled circuit: qc1.real_system_c4c34f.py59,TP,TP,,,,1,TP,https://github.com/DiracMG3/Circuit-Optimization-for-Hamiltonian-Simulation/blob/e97de3d2fb81b2057a1e45d1be82b8d9444792a3/Paulihedral/real_system.py,DiracMG3,Circuit-Optimization-for-Hamiltonian-Simulation,Circuit-Optimization-for-Hamiltonian-Simulation,0.0,1.0,0.0,1.0,3.0,2022-12-05 03:09:05+00:00,421.0
ql-op-after-optimization,Operation measure_all applied to transpiled circuit: qc3.,real_system_c4c34f.py,64,5.0,Operation measure_all applied to transpiled circuit: qc3.real_system_c4c34f.py64,TP,TP,,,,1,TP,https://github.com/DiracMG3/Circuit-Optimization-for-Hamiltonian-Simulation/blob/e97de3d2fb81b2057a1e45d1be82b8d9444792a3/Paulihedral/real_system.py,DiracMG3,Circuit-Optimization-for-Hamiltonian-Simulation,Circuit-Optimization-for-Hamiltonian-Simulation,0.0,1.0,0.0,1.0,3.0,2022-12-05 03:09:05+00:00,421.0
ql-op-after-optimization,Operation measure applied to transpiled circuit: qc.,source_59a0eb956a0d4e6b8720f272136f2799_9b8ba7.py,34,,Operation measure applied to transpiled circuit: qc.source_59a0eb956a0d4e6b8720f272136f2799_9b8ba7.py34,TP,TP,,,,1,TP,https://github.com/ArfatSalman/qc-test/blob/9ec9efff192318b71e8cd06a49abc676196315cb/warnings/program_pairs/06_59a0eb/source_59a0eb956a0d4e6b8720f272136f2799.py,ArfatSalman,qc-test,qcross,2.0,0.0,0.0,1.0,21.0,2023-06-11 22:05:56+00:00,232.0
ql-op-after-optimization,Operation measure applied to transpiled circuit: qc.,source_948f90de9947418289b220bd2e61caa3_caae3b.py,58,,Operation measure applied to transpiled circuit: qc.source_948f90de9947418289b220bd2e61caa3_caae3b.py58,TP,TP,,,,1,TP,https://github.com/ArfatSalman/qc-test/blob/9ec9efff192318b71e8cd06a49abc676196315cb/miscellanea/intersting_cases/metamorphic_testing/06_948f90/source_948f90de9947418289b220bd2e61caa3.py,ArfatSalman,qc-test,qcross,2.0,0.0,0.0,1.0,21.0,2023-06-11 22:05:56+00:00,232.0
